row_number(),Pests,Pests_Key,Pests_Sub_Key,Sci_Name,Res_MOA_Group
1735,FLEABANE CANADA (UP TO 15 CM IN HEIGHT) INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES,FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
1736,"KOCHIA (LIGHT TO MODERATE INFESTATION UP TO 15 CM IN HEIGHT, INCLUDING GROUP 2 RESISTANT BIOTYPES)",KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1737,LAMBS-QUARTERS (1 TO 4 LEAF (SEEDLING) STAGE) INCLUDING GROUP 2 RESISTANT BIOTYPES,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1738,"MUSTARD, WILD (ACTIVELY GROWING WEEDS IN THE 1 TO 4 LEAF (SEEDLING) STAGE)",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1739,"NIGHT FLOWERING CATCHFLY (UP TO BOLTING STAGE, 15 CM IN HEIGHT)",NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
1740,RAGWEED COMMON (UP TO 6-LEAF STAGE) INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES,RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1741,REDROOT PIGWEED (1-8 LEAF STAGE),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1742,"SMARTWEED (GREEN SMARTWEED, LADYS THUMB) (1-8 LEAF STAGE)",SMARTWEED,SMARTWEED,PERSICARIA SPP.,
1743,"SOW-THISTLE, ANNUAL (UP TO 4 LEAF STAGE)",SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1744,STINKWEED (ACTIVELY GROWING WEEDS IN THE 1 TO 4 LEAF (SEEDLING) STAGE),FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
1745,NARROW LEAVED HAWK?S BEARD,HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1746,VOLUNTEER CANOLA (GLYPHOSATE-TOLERANT),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1747,TANK MIX REFER TO THE LABEL,REFER TO LABEL,REFER TO LABEL,,
1748,SWEETCLOVER,SWEET CLOVER,SWEET CLOVER,MELILOTUS SPP.,
1749,ANNUAL SOW-THISTLE 2 - 6 LEAF,SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1750,BARNYARD GRASS 1 - 5 LEAF,BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
1751,CLEAVERS 1 - 3 WHORLS  (INCLUDING GROUP 2 RESISTANT),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1752,CLEAVERS 1 - 3 WHORLS CLEAVERS (INCLUDING GROUP 2 RESISTANT),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1753,CLEAVERS GROUP 2 RESISTANT 1 - 3 WHORLS,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1754,"GREEN FOXTAIL  (INCLUDING GROUP 1, GROUP 2 AND GROUP 3 RESISTANT BIOTYPES)",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1755,GREEN FOXTAIL 1 - 5 LEAF (MAX 2 TILLERS),FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1756,PERENNIAL SOW-THISTLE 2 - 6 LEAF,SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1757,VOLUNTEER FLAX LEAF STAGE 1 - 8 CM,FLAX,VOLUNTEER FLAX,LINUM SPP.,
1758,BURDOCK (BEFORE THE 4-LEAF STAGE),BURDOCK,BURDOCK,ARCTIUM LAPPA,
1759,CONTROL MIXED HARDWOOD SPECIES,HARDWOOD,HARDWOOD,,
1760,CURLED DOCK (APPLY BEFORE 4-LEAF STAGE),SORREL,CURLED DOCK,RUMEX CRISPUS,
1761,FLIXWEED (IF TREATED BEFORE BOLTING IN SPRING),FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
1762,HEMP-NETTLE (IF TREATED BEFORE THE 4-LEAF STAGE),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
1763,KNOTWEED (APPLY BEFORE THE 4-LEAF STAGE),KNOTWEED,KNOTWEED,REYNOUTRIA SPP.,
1764,NARROW-LEAVED HAWKS-BEARD (IF TREATED BEFORE BOLTING IN SPRING),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1765,"NARROW-LEAVED HAWKS-BEARD (IN FALL, AND AT THE 1- TO 2-LEAF STAGE IN SPRING)",HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1766,TREES,TREES,TREES,,
1767,"VOLUNTEER CANOLA (ALL TYPES, 1- TO 4-LEAF)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1768,"VOLUNTEER CANOLA (ALL TYPES, 4- TO 6-LEAF)",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1769,WOODY SPECIES,WOODY WEEDS,WOODY SPECIES,,
1770,YELLOW ROCKET (BEFORE 4-LEAF STAGE),YELLOW ROCKET,YELLOW ROCKET,BARBAREA VULGARIS,
1771,BARNYARD GRASS (MAXIMUM 6 LEAF STAGE),BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
1772,"FOXTAIL, GREEN (MAXIMUM 4 LEAF STAGE)",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1773,"FOXTAIL, YELLOW (MAXIMUM 4 LEAF STAGE)",FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
1774,LABELLED WEEDS,WEEDS,WEEDS,,
1775,"RAGWEED, GIANT (MAXIMUM 10 LEAF STAGE)",RAGWEED,GIANT RAGWEED,AMBROSIA TRIFIDA,"9,2+9"
1776,REDROOT PIGWEED (MAXIMUM 12 LEAF STAGE),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1777,VELVETLEAF (MAXIMUM 8 LEAF STAGE),VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
1778,NA,NA,NA,,
1779,SOWTHISTLE (PERENNIAL),SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1780,WIRESTEM MUHLY,WIRESTEM MUHLY,WIRESTEM MUHLY,MUHLENBERGIA FRONDOSA,
1781,LABELED ANNUAL GRASSES AND BROADLEAF WEEDS,ANNUAL GRASSES AND BROADLEAF WEEDS,ANNUAL GRASSES AND BROADLEAF WEEDS,,
1782,LAMB'S-QUARTERS  INCLUDES TRIAZINE-RESISTANT BIOTYPES,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1783,PIGWEED INCLUDES TRIAZINE-RESISTANT BIOTYPES,AMARANTH,PIGWEED,AMARANTHUS SPP.,"2,5,14,2+4,2+5"
1784,REDROOT PIGWEED (INCLUDES TRIAZINE-RESISTANT BIOTYPES),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1785,TNAK MIX,REFER TO LABEL,REFER TO LABEL,,
1786,VOLUNTEER CANOLA (NON-CLEARFIELD CANOLA ONLY),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1787,LAMB'S-QUARTERS (INCLUDING ATRAZINE RESISTANT SPECIES),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1788,CLEAVERS  (GALIUM APARINE),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1789,COMMON BARNYARD GRASS (ECHINOCHLOA CRUSGALLI),BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
1790,"COMMON WATERHEMP (AMARANTHUS TAMARISCINUS), INCLUDING BIOTYPES RESISTANT TO HERBICIDES GROUP 2, 5, AND 9",AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
1791,GREEN FOXTAIL INCLUDING GROUP 1 AND 2 RESISTANT (SETARIA VIRIDIS),FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1792,JAPANESE BROME (BROMUS JAPONICAS),BROME,JAPANESE BROME,BROMUS JAPONICUS THUNB. EX MURR,
1793,"PALMER AMARANTH, (AMARANTHUS PALMERI)",AMARANTH,PALMER AMARANTH,AMARANTHUS PALMERI,
1794,VELVETLEAF (ABUTILON THEOPHRASTI),VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
1795,"VOLUNTEER CANOLA (BRASSICA NAPUS), INCLUDING GLYPHOSATE, GLUFOSINATE AMMONIUM, AND IMIDAZOLINONE TOLERANT VARIETIES",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1796,"WILD MUSTARD, INCLUDING GROUP 2 RESISTANT (SINAPIS ARVENSIS)",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1797,"COMMON WATERHEMP (AMARANTHUS TAMARISCINUS), INCLUDING BIOTYPES RESISTANT TO HERBICIDE GROUPS 2, 5 AND",AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
1798,JAPANESE BROME  (BROMUS JAPONICAS),BROME,JAPANESE BROME,BROMUS JAPONICUS THUNB. EX MURR,
1799,WITCHGRASS (PANICUM CAPILLARE),WITCHGRASS,WITCHGRASS,PANICUM CAPILLARE,5
1800,COMMON WATERHEMP (AMARANTHUS TAMARISCINUS),AMARANTH,COMMON WATERHEMP,AMARANTHUS TAMARISCINUS,
1801,"KOCHIA (KOCHIA SCOPARIA)INCLUDING GROUP 2, 4, AND 9 RESISTANT KOCHIA",KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1802,VOLUNTEER CANOLA (BRASSICA NAPUS) INCLUDING GLYPHOSATE TOLERANT VARIETIES,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1803,WILD MUSTARD (SINAPIS ARVENSIS),WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1804,BALL MUSTARD (NESLIA PANICULATA),BALL MUSTARD,BALL MUSTARD,NESLIA PANICULATA,2
1805,HENBIT (LAMIUM AMPLEXICAULE),HENBIT,HENBIT,LAMIUM AMPLEXICAULE,
1806,LADYS-THUMB (POLYGONUM PERSICARIA),SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
1807,TARTARY BUCKWHEAT (FAGOPYRUM TATARICUM),BUCKWHEAT,TARTARY BUCKWHEAT,FAGOPYRUM TATARICUM,
1808,"VOLUNTEER CANOLA (BRASSICA NAPUS) INCLUDING GLYPHOSATE, GLUFOSINATE AMMONIUM AND IMIDAZOLINONE TOLERANT VARIETIES",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1809,WORMSEED MUSTARD (ERYSIMUM CHEIRANTHOIDES),WORMSEED MUSTARD,WORMSEED MUSTARD,ERYSIMUM CHEIRANTHOIDES L.,
1810,ALGAE,ALGAE,ALGAE,,
1811,BLACK MEDIC (MEDICAGO LUPULINA),BLACK MEDICK,BLACK MEDICK,MEDICAGO LUPULINA,
1812,BROAD-LEAVED PLANTAIN (PLANTAGO MAJOR),PLANTAIN,BROAD-LEAVED PLANTAIN,PLANTAGO MAJOR,
1813,BULL THISTLE (CIRSIUM VULGARE),THISTLE,BULL THISTLE,CIRSIUM VULGARE,
1814,CREEPING BUTTERCUP (RANUNCULUS REPENS),BUTTERCUP,CREEPING BUTTERCUP,RANUNCULUS REPENS,
1815,DANDELION (TARAXACUM OFFICINALE) SEEDLINGS,DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1816,DOVE'S-FOOT GERANIUM (GERANIUM MOLLE),GERANIUM,DOVESFOOT GERANIUM,GERANIUM MOLLE,
1817,ENGLISH DAISY (BELLIS PERENNIS),ENGLISH DAISY,ENGLISH DAISY,BELLIS PERENNIS,
1818,ENGLISH DAISY (BELLIS PERENNIS) SEEDLINGS,ENGLISH DAISY,ENGLISH DAISY,BELLIS PERENNIS,
1819,FALSE DANDELION (HYPOCHAERIS RADICATA),FALSE DANDELION,FALSE DANDELION,HYPOCHAERIS RADICATA,
1820,FALSE DANDELION (HYPOCHAERIS RADICATA) SEEDLINGS,FALSE DANDELION,FALSE DANDELION,HYPOCHAERIS RADICATA,
1821,LAWN BURWEED (SOLIVA PTEROSPERMA),LAWN BURRWEED,LAWN BURRWEED,SOLIVA SESSILI,
1822,NARROW-LEAVED PLANTAIN (PLANTAGO LANCEOLATA),PLANTAIN,NARROW-LEAVED PLANTAIN,PLANTAGO LANCEOLATA,
1823,SLENDER SPEEDWELL (VERONICA FILIFORMIS),SPEEDWELL,SLENDER SPEEDWELL,VERONICA FILIFORMIS,
1824,WHITE CLOVER (TRIFOLIUM REPENS),CLOVER,WHITE CLOVER,TRIFOLIUM REPENS,
1825,WHITE CLOVER (TRIFOLIUM REPENS) SEEDLINGS,CLOVER,WHITE CLOVER,TRIFOLIUM REPENS,
1826,WILD GERANIUM (GERANIUM ROBERTIANUM),GERANIUM,WILD GERANIUM,GERANIUM ROBERTIANUM,
1827,BROAD-LEAVED PLANTAIN (PLANTAGO MAJOR).,PLANTAIN,BROAD-LEAVED PLANTAIN,PLANTAGO MAJOR,
1828,"COMMON CHICKWEED (STELLARIA MEDIA),",CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
1829,DOVES-FOOT GERANIUM (GERANIUM MOLLE),GERANIUM,DOVESFOOT GERANIUM,GERANIUM MOLLE,
1830,"SOWTHISTLE, ANNUAL SONCHUS OLERACEUS",SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1831,"SPEEDWELL, CORN VERNONICA ARVENSIS",SPEEDWELL,CORN SPEEDWELL,VERONICA ARVENSIS,
1832,"SPURGE, CREEPING EUPHORBIA SERPENS",SPURGE,CREEPING SPURGE,EUPHORBIA SERPENS,
1833,"SPURGE, PROSTRATE",SPURGE,PROSTRATE SPURGE,EUPHORBIA HUMISTRATA,
1834,BLUE GRASS (CANADA),BLUE GRASS,BLUE GRASS,POA PRATENSIS,
1835,BLUE GRASS (KENTUCKY),BLUE GRASS,BLUE GRASS,POA PRATENSIS,
1836,BROMEGRASS (SMOOTH),BROME,SMOOTH BROME GRASS,BROMUS INERMIS,
1837,CATTAIL (COMMON),CATTAIL,COMMON CATTAIL,TYPHA LATIFOLIA,
1838,COLT'S-FOOT,COLTSFOOT,COLTSFOOT,TUSSILAGO FARFARA,
1839,"CORN, VOLUNTEER",CORN,VOLUNTEER CORN,ZEA MAYS,
1840,COTTONTOP,COTTONGRASS,COTTONGRASS,ERIOPHORUM CHAMISSIONIS,
1841,"CRABGRASS (LARGE, SMOOTH)",CRABGRASS,CRABGRASS,DIGITARIA SPP.,
1842,"DANDELION, COMMON",DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1843,DODDER,DODDER,DODDER,CUSCUTA SPP.,
1844,FLEABANE (CANADA),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
1845,"GOLDENROD, CANADA",GOLDENROD,CANADA GOLDENROD,SOLIDAGO CANADENSIS,
1846,HEMP DOGBANE,DOGBANE,HEMP DOGBANE,APOCYNUM CANNABINUM,
1847,KNOTWEED (JAPANESE),KNOTWEED,JAPANESE KNOTWEED,REYNOUTRIA JAPONICA,
1848,NARROW-LEAVED VETCH,VETCH,NARROW LEAF VETCH,VICIA SATIVA,
1849,ORCHARD GRASS,GRASS,ORCHARD GRASS,,
1850,"PLANTAIN, BROAD-LEAVED",PLANTAIN,BROAD-LEAVED PLANTAIN,PLANTAGO MAJOR,
1851,REDTOP,REDTOP,REDTOP,AGROSTIS GIGANTEA,
1852,"RYE, TAME",TAME RYE,TAME RYE,LOLIUM SPP.,
1853,"STITCHWORT, GRASS-LEAVED",STITCHWORT,GRASSLEAVED STITCHWORT,STELLARIA GRAMINEA,
1854,"WATERHEMP, TALL AND COMMON (A. TUBERCULATUS) (INCLUDING GLYPHOSATE-TOLERANT BIOTYPES)",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1855,WORMWOOD (ABSINTH),WORMWOOD,ABSINTH WORMWOOD,ARTEMISIA ABSINTHIUM,
1856,YELLOW TOADFLAX,TOADFLAX,TOADFLAX,LINARIA VULGARIS,
1857,CROP SUBGROUP 6C: DRIED SHELLED PEA AND BEAN (EXCEPT SOYBEAN) HARVEST AID,PEA AND BEAN,PEA AND BEAN,,
1858,DRY BEAN (PHASEOLUS VULGARIS L.),COMMON BEAN,DRY BEAN,PHASEOLUS VULGARIS,
1859,HARVEST AID IN SUNFLOWER,SUNFLOWER,SUNFLOWER,HELIANTHUS ANNUUS,
1860,"KOCHIA (KOCHIA SCOPARIA), INCLUDING GROUP 2, 4, AND 9 RESISTANT KOCHIA",KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1861,"WATERHEMP, INCLUDING BIOTYPES RESISTANT TO HERBICIDE GROUPS 2, 5 AND 9",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1862,"WATERHEMP, INCLUDING BIOTYPES RESISTANT TO HERBICIDE GROUPS 2,5 AND 9",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1863,"VOLUNTEER CANOLA (BRASSICA NAPUS) INCLUDING BIOTYPES RESISTANT TO HERBICIDE GROUPS 2, 9 AND 10",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1864,"WATERHEMP, INCLUDING BIOTYPES RESISTANT TO",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1865,WHEAT HARVEST AID,WHEAT,WHEAT,TRITICUM SPP.,
1866,TANK MIX SEE LABEL,REFER TO LABEL,REFER TO LABEL,,
1867,"CANOLA, VOLUNTEER, INCLUDING GLYPHOSATE-TOLERANT",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1868,"FOXTAIL, GIANT",FOXTAIL,GIANT FOXTAIL,SETARIA FABERI,2
1869,"LAMBS QUARTERS, COMMON",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1870,"WATERHEMP, TALL",AMARANTH,TALL WATERHEMP,AMARANTHUS TUBERCULATUS,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1871,CANADA THISTLE UP TO 10 CM HEIGHT HEAVY POPULATIONS,THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
1872,CLEAVERS 2 LEAF (WHORLS),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1873,COMMON CHICKWEED 4 (LEAF PAIRS),CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
1874,GREEN FOXTAIL 6 (MAXIMUM 3 TILLERS),FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1875,HEMP-NETTLE 3 (LEAF PAIRS),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
1876,HEMP-NETTLE 4 (LEAF PAIRS),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
1877,LADYS THUMB 6 LEAF STAGE,SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
1878,PERENNIAL SOW THISTLE 8 LEAF STAGE,SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1879,QUACKGRASS 4 LEAF STAGE HEAVY POPULATIONS,QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
1880,STORKS BILL 3 LEAF STAGE,STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
1881,VOLUNTEER BARLEY 4 (MAXIMUM 2 TILLERS),BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
1882,VOLUNTEER BARLEY 4 (MAXIMUM 2 TILLERS) HEAVY POPULATIONS,BARLEY,VOLUNTEER BARLEY,HORDEUM SPP.,
1883,VOLUNTEER WHEAT 4 (MAXIMUM 2 TILLERS),WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
1884,VOLUNTEER WHEAT 4 (MAXIMUM 2 TILLERS) HEAVY POPULATIONS,WHEAT,VOLUNTEER WHEAT,TRITICUM SPP.,
1885,WILD BUCKWHEAT 3 LEAF HEAVY POPULATIONS,BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
1886,WILD MUSTARD 5  LEAF STAGE,WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1887,WILD OATS 4 LEAF (MAXIMUM 2 TILLERS),OAT,WILD OAT,AVENA FATUA,"1,2,15,1+2,1+2+15,1+2+14+15"
1888,QUACKGRASS (AGROPYRON REPENS),QUACKGRASS,QUACKGRASS,ELYMUS REPENS,
1889,RASPBERRY/SALMONBERRY (RUBUS SPP.),RASPBERRY,RASPBERRY OR SALMONBERRY,RUBUS SPP.,
1890,SHEEP LAUREL (KALMIA ANGUSTIFOLIA),SHEEP LAUREL,SHEEP LAUREL,KALMIA ANGUSTIFOLIA,
1891,SMOOTH BROME GRASS (BROMUS INERMIS),BROME,SMOOTH BROME GRASS,BROMUS INERMIS,
1892,SWEET FERN (COMPTONIA PEREGRINA),SWEET FERN,SWEET FERN,COMPTONIA PEREGRINA,
1893,TOADFLAX (LINARIA VULGARIS),TOADFLAX,TOADFLAX,LINARIA VULGARIS,
1894,WESTERN SNOWBERRY (SYMPHORICARPOS OCCIDENTALIS),SNOWBERRY,WESTERN SNOWBERRY,SYMPHORICARPOS OCCIDENTALIS,
1895,WITHROD (VIBURNUM CASSINOIDES),WITHROD,WITHROD,VIBURNUM CASSINOIDES,
1896,YELLOW NUTSEDGE (CYPERUS ESCULENTUS),NUTSEDGE,YELLOW NUTSEDGE,CYPERUS ESCULENTUS,
1897,HARDER TO KILL WEEDS,WEEDS,WEEDS,,
1898,OAKLEAF GOOSEFOOT,GOOSEFOOT,OAKLEAF GOOSEFOOT,CHENOPODIUM GLAUCUM,
1899,SUSCEPTIBLE WEEDS,WEEDS,SUSCEPTIBLE WEEDS,,
1900,BRAMBLES,BRAMBLE,BRAMBLE,RUBUS SPP.,
1901,WILD MILLET,FOXTAIL,FOXTAIL,SETARIA SPP.,
1902,LAMB?SQUARTERS,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1903,DANDELION (SEEDLINGS AND OVERWINTERED ROSETTES LESS THAN 15 CM),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1904,FLIXWEED (2-4 LEAF STAGE),FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
1905,PLANTAIN (TOP GROWTH),PLANTAIN,PLANTAIN,PLANTAGO SPP.,
1906,COMMON PURSLANE (PORTULACA OLERACEA),PURSLANE,COMMON PURSLANE,PORTULACA OLERACEA,
1907,LOW CUDWEED (GNAPHALIUM ULIGINOSUM),CUDWEED,LOW CUDWEED,GNAPHALIUM ULIGINOSUM,
1908,PINEAPPLEWEED (MATRICARIA MATRICARIODES),PINEAPPLE WEED,PINEAPPLE WEED,MATRICARIA MATRICARIOIDES,
1909,PURSLANE SPEEDWELL (VERONICA PEREGRINA),SPEEDWELL,PURSLANE SPEEDWELL,VERONICA PEREGRINA,
1910,SHEPHERD?S-PURSE (CAPSELLA BURSA-PASTORIS),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
1911,ST. JOHN'S-WORT (HYPERICUM PERFORATUM),ST. JOHNSWORT,ST. JOHNSWORT,HYPERICUM PERFORATUM,
1912,BIGLEAF MAPLE,BIGLEAF MAPLE,BIGLEAF MAPLE,ACER MACROPHYLLUM,
1913,PIN CHERRY,CHERRY,PIN CHERRY,PRUNUS PENSYLVANICA,
1914,RED OAK,OAK,NORTHERN RED OAK,QUERCUS RUBRA,
1915,SPECKLED ALDER,ALDER,SPECKLED ALDER,ALNUS INCANA,
1916,SUGAR MAPLE,MAPLE,SUGAR MAPLE,ACER SACCHARUM,
1917,WHITE ASH,ASH,WHITE ASH,FRAXINUS AMERICANA,
1918,WHITE BIRCH,BIRCH,WHITE BIRCH,BETULA PAPYRIFERA,
1919,ANNUAL BROAD-LEAVED WEEDS,ANNUAL BROADLEAF WEEDS,ANNUAL BROADLEAF WEEDS,,
1920,BROADLEAVED DOCK,DOCK,BROADLEAVED DOCK,RUMEX OBTUSIFOLIUS,
1921,KALMIA SPP,SHEEP LAUREL,SHEEP LAUREL,KALMIA ANGUSTIFOLIA,
1922,KALMIA SPP (LAMB KILL),SHEEP LAUREL,SHEEP LAUREL,KALMIA ANGUSTIFOLIA,
1923,KALMIA SPP (SHEEP LAUREL),SHEEP LAUREL,SHEEP LAUREL,KALMIA ANGUSTIFOLIA,
1924,LAMB,SHEEP LAUREL,LAMB KILL,KALMIA ANGUSTIFOLIA,
1925,CLEAVERS INCLUDING GROUP 2 RESISTANT BIOTYPES,CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1926,"DANDELION, SEEDLINGS, ROSETTES AND OVERWINTERED ROSETTES (UP TO 25 CM IN DIAMETER) (TOP GROWTH)",DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1927,KOCHIA INCLUDING ALS AND GLYPHOSATE-RESISTANT BIOTYPES,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1928,"NARROW-LEAVED HAWKS BEARD, UP TO LATE ROSETTE",HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1929,"SOWTHISTLE, PERENNIAL L (TOP GROWTH)",SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1930,STORKS BILL (1-8 LEAF),STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
1931,VOLUNTEER CANOLA INCLUDING HERBICIDE TOLERANT CANOLA VARIETIES,CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1932,RAGWEED (COMMON & GIANT),RAGWEED,RAGWEED,AMBROSIA SPP.,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1933,ANNUAL SOW-THISTLE (UP TO 5 LEAF STAGE),SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1934,"BARNYARD GRASS (UP TO THE 5-LEAF, 2-TILLER STAGE)",BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
1935,CANADA FLEABANE (UP TO 15 CM IN HEIGHT) INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES,FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
1936,CHICKWEED (1-8 LEAF STAGE),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
